StoreNumber,Country,Longitude,Latitude
1617,USA,-82.321238,31.197616
1618,USA,-70.93465863,42.24398982
1619,USA,-97.4340007,32.75227159
1620,USA,-115.111557,36.157137
1621,USA,-81.29367989,41.68199235
1622,USA,-84.77758248,37.61449263
1623,USA,-94.60497372,38.88780765
1624,USA,-73.60461186,40.73801475
1625,USA,-98.36589815,29.54481386
1626,USA,-86.55236036,35.98773403
1627,USA,-92.2178083,34.78781793
1628,USA,-91.97339831,34.20730023
1629,USA,-82.5052,27.9032
1630,USA,-105.0904,39.622
1631,USA,-122.4601,48.7711
1632,USA,-122.5547971,45.6762884
1633,USA,-149.8649,61.1227
1634,USA,-103.2195418,44.11018209
1635,USA,-82.983638,34.693516
1636,USA,-106.6507694,35.20269787
1637,USA,-74.972469,39.94096722
1638,USA,-110.9801241,32.28157565
1639,USA,-115.203233,36.157698
1640,USA,-85.997072,33.997157
1641,USA,-80.281638,39.273616
1642,USA,-81.42840665,41.62528841
1643,USA,-83.67067765,41.61483953
1644,USA,-83.247538,33.102516
1645,USA,-98.4343,29.4915
1646,USA,-84.96010388,34.79225237
1647,USA,-81.518362,30.619887
1648,USA,-91.00858417,38.53722693
1649,USA,-83.59161227,41.54265774
1650,USA,-96.87067469,46.86460401
1651,USA,-84.674378,34.035031
1652,USA,-81.417911,28.339878
1653,USA,-80.841338,36.275616
1654,USA,-80.1819,42.0726
1655,USA,-77.71281427,43.21378321
1656,USA,-74.63,40.5182
1657,USA,-81.2877,28.7576
1658,USA,-74.29354705,40.55040012
1659,USA,-83.57043843,41.72301091
1660,USA,-79.763541,40.438352
1661,USA,-116.992809,32.839037
1663,USA,-70.70834164,41.97229621
1664,USA,-84.2594,39.185424
1665,USA,-72.71522763,41.81431466
1666,USA,-87.46938666,36.82027953
1667,USA,-75.34347635,40.42001768
1668,USA,-84.28213576,34.09451139
1669,USA,-75.24897887,40.24794016
1670,USA,-74.94169828,40.01931211
1671,USA,-79.99311,39.627621
1672,USA,-120.496811,37.318466
1674,USA,-73.99515335,40.67180962
1675,USA,-87.36224911,36.0504315
1676,USA,-74.21986497,40.13023657
1677,USA,-82.93107527,42.44765269
1678,USA,-82.594338,36.973716
1679,USA,-89.60087825,39.83958322
1680,USA,-91.32070092,39.93200965
1681,USA,-80.2487,26.0098
1682,USA,-114.038,46.893
1683,USA,-82.422979,27.07186
1684,USA,-89.74727987,30.27988349
1685,USA,-81.961269,28.957713
1687,USA,-79.3808,40.2856
1688,USA,-91.61077522,41.69096901
1689,USA,-78.33988,34.993665
1690,USA,-121.297198,44.109138
1691,USA,-81.731773,30.316024
1692,USA,-86.2973764,36.19131585
1693,USA,-123.2185,45.1905
1695,USA,-96.33029081,42.45053321
1696,USA,-81.94852711,40.84474955
1698,USA,-90.07910197,30.4475173
1699,USA,-81.4718,30.32
1700,USA,-117.43658,34.13928
1701,USA,-82.7945,27.8958
1702,USA,-98.20270843,26.1913923
1703,USA,-115.3011,36.1013
1704,USA,-89.0674615,36.41388323
1705,USA,-78.996777,33.792035
1706,USA,-121.308052,38.117113
1707,USA,-111.053875,32.334866
1708,USA,-119.029404,35.298504
1709,USA,-73.28122528,40.72669499
1710,USA,-77.17213644,40.19837125
1711,USA,-88.20412752,41.7423333
1712,USA,-92.34903951,42.4550735
1713,USA,-76.245984,36.29114
1714,USA,-82.729103,27.959814
1715,USA,-84.5057446,33.65675531
1716,USA,-82.9019813,42.55590138
1717,USA,-75.99706362,40.31611699
1718,USA,-82.406693,34.892469
1719,USA,-115.1161,36.0071
1720,USA,-80.086499,26.806811
1721,USA,-89.99295522,34.96533467
1722,USA,-77.649385,35.26014
1723,USA,-76.533809,37.385203
1724,USA,-98.44690419,34.62141342
1725,USA,-97.6754079,30.41543746
1726,USA,-86.68018238,33.42062652
1727,USA,-97.74108985,30.36439445
1728,USA,-112.185491,33.552629
1729,USA,-75.66551031,40.01900241
1730,USA,-104.7914,39.6379
1731,USA,-89.40063046,36.05459714
1732,USA,-82.129624,27.005461
1733,USA,-84.291694,33.245589
1734,USA,-119.24448,34.266897
1735,USA,-85.38057415,38.78402324
1736,USA,-84.5323247,38.22783325
1737,USA,-86.51796593,33.56514533
1738,USA,-88.3437074,41.89867223
1739,USA,-88.33894307,42.18073623
1740,USA,-73.76408912,42.86210149
1741,USA,-123.356803,43.250127
1742,USA,-116.965273,32.64824
1743,USA,-117.5393,33.8696
1744,USA,-86.80384393,33.61033499
1745,USA,-97.89022887,38.07383079
1746,USA,-90.42978938,37.79104985
1747,USA,-86.88383007,36.48850204
1748,USA,-87.71910965,42.01030922
1749,USA,-97.162363,34.189105
1750,USA,-83.84477652,42.29230933
1751,USA,-80.643047,34.248684
1752,USA,-94.76651908,36.57426482
1753,USA,-117.986619,33.716677
1754,USA,-110.838875,32.236052
1755,USA,-104.772171,39.536246
1756,USA,-121.802501,37.252738
1757,USA,-89.90944838,34.31149765
1758,USA,-70.77218028,42.11008894
1759,USA,-75.287963,40.657038
1760,USA,-78.916662,36.735589
1761,USA,-105.9627241,32.93527479
1762,USA,-94.34799179,32.553552
1763,USA,-97.85045258,27.49329152
1764,USA,-79.870625,37.322454
1765,USA,-82.45123466,40.39877028
1766,USA,-92.10464833,34.88714931
1767,USA,-86.45383172,35.50959372
1768,USA,-81.49019435,40.97794302
1769,USA,-94.019018,30.905794
1770,USA,-85.36370369,37.33973366
1771,USA,-96.90094673,32.7645891
1772,USA,-94.65953941,31.65326901
1773,USA,-85.16364304,40.77254042
1774,USA,-90.47741328,31.25832254
1775,USA,-91.68431754,35.24841234
1776,USA,-81.211254,34.984648
1777,USA,-78.64122641,35.3232208
1778,USA,-87.17451199,41.5479422
1779,USA,-83.08672565,42.56136834
1780,USA,-96.68442971,32.86563027
1781,USA,-103.1948643,34.43491233
1782,USA,-86.57346,30.731424
1783,USA,-82.845437,31.486016
1784,USA,-73.79020721,42.6114949
1785,USA,-116.595964,43.602912
1786,USA,-85.75484793,34.43595657
1787,USA,-82.356895,32.201785
1788,USA,-81.895919,35.33878
1789,USA,-88.304864,36.284114
1790,USA,-94.95133547,30.70844848
1791,USA,-111.003672,32.135057
1792,USA,-80.100973,26.255372
1793,USA,-84.478489,34.682532
1794,USA,-83.32293,30.839608
1795,USA,-89.95141019,38.77884838
1796,USA,-85.93061892,36.99995698
1797,USA,-82.82144188,37.82617031
1798,USA,-78.5380486,35.96795409
1799,USA,-86.95149652,34.78733348
1800,USA,-84.54887826,35.89331532
1801,USA,-96.11406694,32.3288099
1802,USA,-94.99946484,33.17306237
1803,USA,-77.971342,38.485697
1805,USA,-80.231777,39.00232
1806,USA,-94.20629903,36.04957783
1807,USA,-84.375981,33.91629
1808,USA,-83.48230039,38.19180623
1809,USA,-90.4082678,38.2100706
1810,USA,-95.5985991,33.10754384
1811,USA,-96.99593726,32.83342105
1812,USA,-104.754241,40.39537
1813,USA,-93.70644124,32.54561293
1814,USA,-83.44943012,42.54317855
1815,USA,-77.637385,36.434489
1816,USA,-75.0430775,39.42533381
1817,USA,-77.23832896,42.87401891
1818,USA,-94.97967362,35.89196828
1819,USA,-83.21775089,37.29626503
1820,USA,-81.671971,29.657087
1821,USA,-88.13346212,41.93831291
1822,USA,-92.0694635,30.53005351
1823,USA,-83.4547625,42.65951791
1824,USA,-122.5848376,45.42465499
1825,USA,-97.361834,27.700808
1826,USA,-94.17739786,36.17364359
1827,USA,-82.408941,28.533208
1828,USA,-87.84969832,41.60588225
1829,USA,-87.99427867,42.38503471
1830,USA,-94.74038863,39.11810956
1831,USA,-71.64139271,42.28183289
1832,USA,-70.9852135,41.64438814
1833,USA,-93.33544953,45.19507746
1834,USA,-81.860401,36.144327
1835,USA,-78.793884,35.798497
1836,USA,-115.329678,36.160709
1837,USA,-75.140065,40.157036
1838,USA,-81.750206,37.062185
1839,USA,-79.124551,37.435028
1841,USA,-80.2942,25.9334
1842,USA,-81.587873,30.221547
1843,USA,-82.5764,27.4637
1845,USA,-87.78933151,41.92781336
1847,USA,-83.47545959,42.32485788
1848,USA,-75.02448459,40.08133008
1849,USA,-75.14324994,39.91983521
1850,USA,-111.909087,33.466165
1852,USA,-118.42404,34.272508
1853,USA,-82.394867,28.856614
1854,USA,-82.190111,28.272392
1855,USA,-82.069434,29.208415
1856,USA,-81.599105,31.828455
1857,USA,-71.03432674,41.90704941
1858,USA,-71.726218,42.494214
1859,USA,-83.21281051,42.28034877
1860,USA,-86.24818388,41.79230983
1861,USA,-74.874734,39.018773
1862,USA,-74.40098633,40.4512438
1863,USA,-115.226254,36.238926
1864,USA,-76.51367852,42.43084524
1865,USA,-75.4881911,43.2279759
1866,USA,-82.05944622,39.33495944
1867,USA,-75.39838833,40.62948984
1868,USA,-76.48441652,41.01191298
1869,USA,-89.89149493,35.3572244
1870,USA,-77.600133,38.797275
1871,USA,-122.205917,38.136162
1872,USA,-117.915644,33.993452
1873,USA,-118.557875,34.236143
1874,USA,-105.09875,40.150302
1875,USA,-84.347925,33.759063
1877,USA,-90.1314828,29.96592904
1878,USA,-78.8771,35.7456
1879,USA,-70.81980159,43.04858994
1880,USA,-74.18562755,42.97235349
1881,USA,-78.69940888,42.9907359
1882,USA,-78.74606809,42.7974895
1883,USA,-78.8173882,43.00072224
1886,USA,-75.65834324,40.22539481
1887,USA,-122.96031,46.147759
1888,USA,-81.174576,37.796903
1889,USA,-71.50452473,42.16306124
1890,USA,-85.78363728,35.70261485
1891,USA,-95.63141744,36.28875259
1892,USA,-95.620876,31.734702
1893,USA,-88.81162057,35.55333596
1894,USA,-86.51896252,38.8591342
1895,USA,-121.970126,37.505352
1896,USA,-97.08518951,47.88625882
1897,USA,-81.745931,30.164868
1898,USA,-95.80624363,29.52969668
1899,USA,-93.32339218,30.21933687
1900,USA,-117.722063,33.579985
1901,USA,-122.713818,38.333604
1903,USA,-105.114596,39.740633
1904,USA,-114.330797,48.241298
1905,USA,-107.341732,39.55453
1906,USA,-112.01527,43.483033
1907,USA,-71.47149343,42.94071396
1908,USA,-76.47316973,43.46412686
1909,USA,-77.409158,38.46748
1910,USA,-85.67862893,35.0416026
1911,USA,-82.32902,27.854557
1913,USA,-73.21447441,44.44099173
1914,USA,-71.16981997,42.25248222
1916,USA,-72.5636857,42.35374949
1917,USA,-73.42599914,40.74058493
1920,USA,-80.691311,35.210398
1922,USA,-82.039261,35.704467
1923,USA,-85.6652232,38.20070626
1924,USA,-85.189584,30.734651
1925,USA,-83.538933,34.542457
1926,USA,-122.348357,40.571752
1932,USA,-71.32730281,41.79904312
1933,USA,-121.645342,39.139908
1934,USA,-75.375987,41.122599
1935,USA,-82.45365,27.336887
1937,USA,-74.09437764,40.72306809
1938,USA,-74.821343,40.83922086
1939,USA,-74.25811,40.694326
1940,USA,-68.73950791,44.840577
1941,USA,-119.177652,34.220081
1942,USA,-74.09193796,40.82821817
1944,USA,-79.07428,40.040961
1945,USA,-81.297384,29.056023
1946,USA,-70.32332225,43.67297136
1948,USA,-97.93986261,30.30345114
1952,USA,-74.72475178,41.35178653
1953,USA,-76.21512606,42.57307031
1955,USA,-93.48498069,45.01698287
1956,USA,-86.3215861,41.3632788
1957,USA,-74.33487469,40.99170875
1958,USA,-83.479827,33.56347
1959,USA,-81.25158,37.240692
1962,USA,-80.113964,26.708596
1965,USA,-95.38945089,32.47673383
1966,USA,-90.33089661,38.6181776
1967,USA,-75.026949,42.449367
1968,USA,-93.71431181,32.4407796
1969,USA,-97.78612363,32.72679906
1971,USA,-118.776735,34.283212
1972,USA,-118.470478,34.39283
1973,USA,-73.82897942,42.70613253
1976,USA,-74.74077177,41.07634811
1979,USA,-70.87268974,42.88610811
1980,USA,-74.9684784,40.13512498
1982,USA,-76.077963,38.787336
1983,USA,-82.297009,34.828961
1984,USA,-81.049907,37.363858
1985,USA,-147.691203,64.857674
1986,USA,-81.985,35.048681
1987,USA,-117.336687,33.69334
1988,USA,-89.84153205,34.96817715
1989,USA,-105.057164,39.855338
1990,USA,-82.703252,35.272342
2201,USA,-82.535144,35.444843
2202,USA,-114.580423,35.122729
2203,USA,-92.36063614,30.23288828
2204,USA,-83.322194,33.940621
2205,USA,-81.120239,38.033926
2206,USA,-87.70484132,44.0759716
2207,USA,-81.961276,33.504057
2208,USA,-89.1474682,32.76205346
2209,USA,-67.99939056,46.69591787
2210,USA,-78.983664,36.36606
2211,USA,-122.009842,37.381665
2212,USA,-85.94172467,31.77749415
2213,USA,-81.694618,41.040408
2214,USA,-96.40897555,34.00325011
2215,USA,-119.676814,36.327366
2216,USA,-77.60161972,40.58603005
2217,USA,-79.858579,37.017628
2218,USA,-88.213434,35.227736
2219,USA,-79.800339,40.569067
2220,USA,-97.390817,32.379533
2221,USA,-81.807442,26.610627
2222,USA,-79.793738,36.002857
2223,USA,-76.98448438,40.23837652
2224,USA,-81.489667,27.502978
2225,USA,-97.78758115,32.43247153
2226,USA,-93.22324048,37.00224177
2227,USA,-121.374339,38.055724
2228,USA,-77.52986421,39.74051652
2229,USA,-77.47746137,41.11416305
2230,USA,-94.22409337,36.4186939
2231,USA,-91.68211243,42.03200793
2232,USA,-84.168946,33.700708
2233,USA,-73.12763656,40.87262167
2234,USA,-93.27472409,31.12178901
2235,USA,-97.599971,33.22978
2236,USA,-92.335271,36.355373
2237,USA,-89.90998678,35.14720356
2239,USA,-83.83994697,35.90531992
2240,USA,-81.616365,27.949659
2241,USA,-81.219902,29.551122
2244,USA,-76.797829,39.184711
2245,USA,-85.57556866,38.31260633
2246,USA,-81.545068,39.212533
2247,USA,-80.013261,40.351692
2248,USA,-75.59599169,38.66302094
2249,USA,-74.02422923,41.10934809
2250,USA,-74.99055736,44.69106947
2251,USA,-87.85490366,30.65707195
2252,USA,-75.26677526,41.00168574
2253,USA,-81.975854,28.089882
2254,USA,-80.315586,25.85433
2255,USA,-81.481881,36.381528
2256,USA,-77.6077,34.451079
2257,USA,-83.201927,35.353908
2258,USA,-75.71657545,39.68627749
2260,USA,-74.27103807,39.69746278
2261,USA,-81.702188,26.062235
2263,USA,-72.15925564,41.36944534
2265,USA,-69.80661004,44.31058202
2267,USA,-71.00762947,42.23557838
2268,USA,-118.332634,33.805306
2270,USA,-117.628534,34.03144
2271,USA,-115.12007,36.085303
2272,USA,-111.725136,32.88153085
2273,USA,-121.866538,37.703971
2274,USA,-104.873056,39.411277
2275,USA,-111.897228,40.741218
2277,USA,-112.012566,46.618891
2278,USA,-119.0268,36.052842
2279,USA,-120.3671834,37.97074234
2280,USA,-96.82925969,32.83069652
2282,USA,-82.261706,27.937259
2284,USA,-73.9201428,40.60925576
2288,USA,-72.80680056,41.4970593
2289,USA,-75.68617485,43.08048199
2291,USA,-68.72493203,44.7742813
2293,USA,-111.827902,40.391735
2294,USA,-117.172935,33.683177
2295,USA,-112.557478,33.441749
2296,USA,-111.980495,40.524119
2299,USA,-90.42634912,38.74645319
2300,USA,-90.26457195,38.55531004
2301,USA,-87.630496,41.742344
2302,USA,-89.92685183,38.52187785
2303,USA,-90.38642527,38.43641093
2304,USA,-87.73935437,41.74846273
2305,USA,-83.1291866,42.63222209
2308,USA,-88.58437025,44.03014126
2309,USA,-88.06299092,43.07619513
2310,USA,-89.030613,42.36278
2311,USA,-90.78687405,38.76722122
2312,USA,-83.10918384,42.50662607
2313,USA,-93.08207395,44.89162234
2314,USA,-93.46117243,37.1315993
2315,USA,-92.82800743,45.03289064
2318,USA,-86.39172107,43.95852019
2319,USA,-86.08560011,39.70211558
2321,USA,-71.80393089,44.29418119
2322,USA,-71.44591123,43.56107453
2326,USA,-74.03458898,41.73944781
2327,USA,-73.05864621,41.31414677
2328,USA,-74.13365524,40.90535648
2330,USA,-117.546784,33.974396
2331,USA,-117.2668855,33.12731913
2333,USA,-92.953992,47.40161
2334,USA,-120.883235,37.52352
2335,USA,-120.797888,38.369332
2336,USA,-157.874456,21.319367
2338,USA,-84.64765982,39.1851927
2339,USA,-81.819557,41.344129
2340,USA,-97.461631,37.731924
2341,USA,-121.283343,38.582262
2343,USA,-83.62642302,39.22762422
2344,USA,-119.181879,46.2665
2345,USA,-84.42216851,38.03948533
2346,USA,-122.312607,47.287933
2348,USA,-80.861378,35.206034
2349,USA,-80.378242,27.318284
2350,USA,-89.38064932,30.30960704
2351,USA,-80.584871,28.149042
2352,USA,-80.850568,35.347396
2354,USA,-76.984256,38.55926
2355,USA,-77.92599507,40.81179005
2356,USA,-80.886493,34.114322
2357,USA,-77.700215,39.662178
2358,USA,-81.664473,35.090899
2360,USA,-82.502283,28.063587
2361,USA,-81.976004,26.605021
2362,USA,-81.789706,26.430264
2363,USA,-81.442016,28.158437
2364,USA,-81.190807,28.925488
2365,USA,-82.340897,29.674845
2366,USA,-82.128364,33.538096
2367,USA,-85.819798,30.199397
2368,USA,-80.587877,35.467013
2369,USA,-90.27191635,32.29207807
2370,USA,-81.332072,35.764347
2371,USA,-95.6986342,29.97112741
2372,USA,-71.023783,42.450076
2374,USA,-71.11035855,44.01850856
2375,USA,-71.59267015,42.39487438
2376,USA,-70.74371763,41.77274754
2378,USA,-75.22186708,39.97768292
2379,USA,-76.24569508,43.18273857
2380,USA,-76.10028883,43.05734176
2382,USA,-71.19538563,42.7409398
2383,USA,-72.69753924,41.60390168
2384,USA,-71.4005886,42.30500584
2385,USA,-76.54387018,41.97980829
2386,USA,-72.27620889,42.23791908
2388,USA,-70.69997909,43.40091195
2389,USA,-74.92369455,39.83342171
2391,USA,-71.448681,42.725931
2393,USA,-71.30867466,42.02961672
2395,USA,-73.11051911,41.82561765
2396,USA,-71.88054476,41.83971625
2397,USA,-71.46663283,41.72044126
2399,USA,-75.530485,42.50036
2400,USA,-74.97001755,43.02684573
2401,USA,-75.45998928,44.70385596
2402,USA,-75.1296537,39.7599304
2405,USA,-75.80192402,39.83642381
2407,USA,-70.33782964,43.62412013
2409,USA,-76.76501906,39.965193
2411,USA,-79.939008,40.64205
2412,USA,-75.903949,41.261335
2413,CAN,-79.77958211,43.24469009
2414,USA,-75.557861,38.076544
2417,USA,-80.096444,40.388897
2418,USA,-92.62734685,32.54615697
2419,USA,-105.012854,39.624451
2420,USA,-122.198897,47.501093
2421,USA,-112.099858,33.378662
2423,USA,-104.819346,38.900504
2424,USA,-118.974576,35.397035
2428,USA,-74.29593836,40.01490404
2429,USA,-75.56273106,39.71355436
2431,USA,-74.055035,40.914223
2432,USA,-104.991051,39.940273
2434,USA,-77.92057386,43.20129355
2435,USA,-96.76072947,44.31467747
2436,USA,-77.067177,34.691013
2437,USA,-81.726304,28.544527
2438,USA,-81.671252,28.351526
2440,USA,-97.09647608,32.87966863
2441,USA,-96.446475,32.743371
2442,USA,-80.967198,35.030514
2444,USA,-77.664786,42.345623
2448,USA,-79.164891,35.74443
2449,USA,-70.99400532,43.29258381
2450,USA,-81.847724,41.460281
2451,USA,-86.48730033,34.66284142
2452,USA,-122.403351,37.657709
2453,USA,-78.68856547,42.49691953
2457,USA,-81.818492,28.055847
2458,USA,-80.581457,37.151562
2459,USA,-93.54333455,39.77411337
2460,USA,-88.57182961,37.05247056
2462,USA,-82.975595,30.308682
2464,USA,-80.05957,33.032826
2465,USA,-93.23761093,45.18202761
2466,USA,-96.783404,43.526748
2468,USA,-97.67879256,26.16133564
2470,USA,-90.05626281,29.98384179
2471,USA,-92.49526288,34.6167709
2472,USA,-81.637678,30.480518
2473,USA,-119.331146,36.223955
2474,USA,-86.92192565,35.76869569
2476,USA,-75.86675719,40.15484158
2477,USA,-115.063634,36.204973
2478,USA,-83.692222,32.550294
2479,USA,-104.760046,39.96964
2480,USA,-98.602471,29.614614
2481,USA,-117.095017,33.128758
2483,USA,-73.88165062,42.21007261
2484,USA,-91.02304788,30.44346582
2485,USA,-98.19329561,26.30351167
2486,USA,-88.35175497,44.2531503
2487,USA,-88.74623709,35.87374982
2488,USA,-87.61318135,33.23312677
2489,USA,-81.645091,30.783762
2490,USA,-88.62391813,36.7211209
2491,USA,-94.50891624,36.18291582
2492,CAN,-80.238041,43.157598
2493,CAN,-79.76955555,43.72375282
2494,CAN,-79.2525911,43.83399464
2496,USA,-69.14212521,44.09474438
2497,USA,-83.78221763,38.61694605
2499,USA,-121.294799,38.874196
2500,USA,-81.383843,41.095332
2501,USA,-108.1418125,36.77253644
2502,USA,-118.146332,34.674405
2503,USA,-93.50640964,41.64125888
2504,USA,-97.27895115,37.57865254
2505,USA,-84.016543,35.098142
2506,USA,-97.178766,27.923327
2507,USA,-80.434095,37.812201
2508,USA,-121.747973,37.962384
2509,USA,-82.24206376,36.35173221
2510,USA,-106.0667315,36.01347561
2511,USA,-84.205924,40.289749
2512,USA,-149.398476,61.576043
2513,USA,-97.828983,30.218813
2514,USA,-70.23605169,44.11618666
2516,USA,-97.0818,33.071148
2517,USA,-79.300998,36.067587
2518,USA,-93.25483404,44.09798896
2519,USA,-88.84409068,33.44774346
2520,USA,-81.59292,34.283899
2521,USA,-96.398038,30.140455
2522,USA,-84.87880506,39.08375833
2523,USA,-86.06626691,39.50543268
2524,USA,-84.62087779,40.12945508
2525,USA,-86.80497318,33.23112762
2526,USA,-71.56603429,42.80846026
2527,USA,-111.630788,33.392092
2528,USA,-117.240934,34.471741
2529,USA,-87.99507537,42.05428346
2530,USA,-85.4312383,37.79966022
2531,USA,-81.837849,27.90272
2532,USA,-85.51559252,43.68601149
2533,USA,-100.812999,46.831024
2534,USA,-89.868271,35.930744
2535,USA,-88.12633217,41.69348638
2536,USA,-69.90491976,43.90824095
2537,USA,-75.54913638,39.09676127
2538,USA,-76.27242168,43.03808437
2539,USA,-106.660457,35.10761146
2540,USA,-97.56732081,35.5098082
2541,USA,-76.1200949,43.14938341
2542,USA,-85.75758696,38.32719439
2543,USA,-89.68959793,35.05185899
2544,USA,-73.41607374,41.41826577
2545,USA,-88.60781617,42.63044681
2546,USA,-97.165415,32.764028
2547,USA,-118.043648,34.557108
2548,USA,-81.88516,34.970469
2550,USA,-115.568069,32.812272
2551,USA,-71.06933445,43.03159844
2552,USA,-74.85296502,40.52733847
2553,USA,-90.07153139,32.34098034
2554,USA,-87.95316531,42.91790624
2555,USA,-78.189125,38.962222
2556,USA,-106.0147693,35.64375988
2557,USA,-112.110196,33.709413
2558,USA,-87.56360766,37.85839531
2559,USA,-94.796705,32.13695
2560,USA,-87.88896155,42.57557788
2561,USA,-122.293068,47.38482
2562,USA,-114.352971,34.545618
2563,USA,-89.15016844,31.70740004
2564,USA,-79.479877,34.760102
2565,USA,-92.64582812,37.66558426
2566,USA,-75.733033,40.817121
2567,USA,-96.890318,33.1818
2568,USA,-105.03801,40.406465
2570,USA,-83.61081971,42.51416198
2571,USA,-95.74301712,34.91561623
2572,USA,-77.326965,37.614994
2573,USA,-116.352329,43.634721
2574,USA,-97.40276908,35.43720236
2575,USA,-80.58478,35.91827
2576,USA,-93.89741172,36.91136405
2577,USA,-81.644995,28.82513
2578,USA,-104.748076,38.970708
2579,USA,-122.6765425,45.59295941
2580,USA,-87.91859159,41.50659884
2581,USA,-84.58616905,37.8998862
2582,USA,-111.8432843,33.2436069
2583,USA,-116.387309,33.79633
2584,USA,-76.56534487,40.32227392
2585,USA,-84.97392341,45.348
2586,USA,-89.50955062,44.49434758
2587,USA,-112.464865,42.911796
2588,USA,-94.64247119,39.03867634
2589,USA,-76.318831,39.457788
2591,USA,-82.21158472,36.56121647
2592,USA,-85.26646095,38.20816316
2593,USA,-86.25357534,41.62655771
2594,USA,-76.645542,39.14495
2595,USA,-81.992674,34.935374
2596,USA,-90.81711012,29.81208023
2597,USA,-114.457569,42.585699
2598,USA,-94.35371483,35.46721977
2600,USA,-93.73870429,38.77739593
2601,USA,-96.836823,32.423668
2602,USA,-78.939611,38.064548
2603,USA,-83.97035887,39.68752854
2604,USA,-122.046358,38.003245
2605,USA,-117.826906,33.697495
2606,USA,-111.858976,40.584905
2607,USA,-104.703276,38.721879
2608,USA,-111.063241,45.699692
2609,USA,-83.21464601,35.94054089
2610,USA,-71.58010514,43.4500784
2611,USA,-96.01964943,41.17145509
2612,USA,-73.50288812,40.74596778
2613,USA,-78.39732207,41.03362327
2614,USA,-79.151527,41.877516
2617,USA,-71.52895651,43.21330892
2618,USA,-86.486849,36.365511
2619,USA,-122.997172,45.00745
2620,USA,-90.12978899,32.465834
2621,USA,-83.762445,31.190154
2622,USA,-90.13902596,32.40124096
2623,USA,-77.507641,38.239883
2624,USA,-76.870892,37.896458
2625,USA,-80.720128,40.051606
2626,USA,-94.49001088,38.81070219
2627,USA,-93.42328372,45.08964003
2628,USA,-93.46659774,44.77666857
2629,USA,-70.44876974,43.83850288
2630,USA,-74.99321821,39.74873897
2631,CAN,-79.7232917,43.67843352
2632,CAN,-79.5034084,43.86217851
2633,CAN,-79.288622,43.724497
2634,USA,-82.575009,35.704707
2636,USA,-81.008688,35.450011
2637,USA,-78.531058,38.871227
2638,USA,-80.759611,34.962629
2639,USA,-82.647459,28.034156
2640,CAN,-79.461873,43.699736
2641,CAN,-81.336766,43.011963
2642,CAN,-79.48110087,44.07677114
2643,USA,-81.482735,31.201739
2644,USA,-80.633838,27.997358
2645,USA,-90.921833,30.249265
2646,USA,-96.11384702,33.09733657
2647,USA,-94.31616579,37.14160759
2648,USA,-93.80861,41.561476
2649,USA,-84.37848901,39.35241325
2650,USA,-81.037482,35.254512
2651,USA,-81.585129,28.521174
2652,USA,-81.342329,28.658066
2653,USA,-80.262084,36.031497
2654,USA,-86.51458441,36.17949559
2655,USA,-97.49299783,35.32508851
2656,USA,-98.21897592,26.25455975
2657,USA,-71.32357878,42.61791285
2658,USA,-73.02319698,41.23319533
2659,USA,-85.820402,33.7034
2660,USA,-119.329599,36.357692
2661,USA,-119.213631,39.612719
2662,USA,-111.89336,40.89199
2663,USA,-110.258089,31.555511
2664,USA,-73.73859641,40.63780655
2666,USA,-84.08681456,37.10438256
2668,USA,-77.36903316,43.06591707
2669,USA,-97.51054754,25.95205694
2670,USA,-97.563182,30.542729
2673,USA,-81.53376,28.687759
2674,USA,-84.201262,32.064079
2676,USA,-74.10589843,40.66143228
2681,USA,-86.41056453,39.86017655
2683,USA,-111.963626,33.800067
2685,USA,-74.28775348,41.3560594
2687,USA,-76.2581822,40.05438258
2690,USA,-89.97746433,30.03451561
2691,USA,-77.355431,37.530495
2693,USA,-73.13866857,44.50645668
2697,USA,-105.026714,40.523617
2698,USA,-76.950753,36.668783
2700,USA,-88.66199,30.395292
2701,USA,-73.9390006,42.83747726
2702,USA,-81.636729,28.138658
2704,USA,-78.84949385,42.75498461
2706,USA,-75.31883366,40.26590879
2707,USA,-80.451449,25.476047
2709,USA,-83.46654293,36.13031647
2712,USA,-120.081075,36.973139
2714,USA,-118.335049,34.048
2715,USA,-87.110357,30.602212
2719,USA,-99.694447,32.477256
2721,USA,-115.114727,36.241019
2723,USA,-71.508561,41.981361
2724,USA,-78.135942,39.220362
2725,USA,-86.711896,36.047261
2726,USA,-75.32058384,43.09067399
2727,USA,-82.226107,27.040613
2728,USA,-87.805224,42.107824
2729,USA,-91.15477542,38.22075619
2730,USA,-120.660167,35.645704
2731,USA,-72.98365127,40.76844462
2732,USA,-75.091251,39.997507
2733,USA,-122.644638,47.500686
2734,USA,-122.285232,47.157204
2736,USA,-92.45950394,43.95461029
2737,USA,-77.457611,34.750738
2738,USA,-122.825551,46.999045
2739,USA,-96.63859958,40.75152129
2741,CAN,-78.88077765,43.87799716
2742,USA,-104.644647,38.219367
2746,USA,-122.680126,47.658941
2750,USA,-80.854535,35.672869
2751,USA,-87.95056158,42.25558516
2752,USA,-71.05060647,42.00997004
2753,USA,-82.244877,29.094234
2755,USA,-121.537811,38.555732
2756,USA,-96.0015391,36.05890654
2759,USA,-76.94859322,42.87806668
2761,USA,-90.88085664,38.8179176
2763,USA,-75.49654134,40.64560186
